日期,委托时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2018-12-14,09:30:00,股票,银泰资源(000975.XSHE),卖,市价单,-5000股,9.38,-46900,-5000股,-,4900,58.63,全部成交,2018-12-14 09:30:00
2018-12-14,09:30:00,股票,包钢股份(600010.XSHG),买,市价单,100股,1.58,158,100股,-,0,5,全部成交,2018-12-14 09:30:00
2018-12-14,09:30:00,股票,华能水电(600025.XSHG),买,市价单,14600股,3,43800,14600股,-,0,10.95,全部成交,2018-12-14 09:30:00
2018-12-14,09:30:00,股票,徐工机械(000425.XSHE),买,市价单,800股,3.43,2744,800股,-,0,5,全部成交,2018-12-14 09:30:00
2018-12-17,09:30:00,股票,上海医药(601607.XSHG),卖,市价单,-2000股,17.52,-35040,-2000股,-,-760,43.8,全部成交,2018-12-17 09:30:00
2018-12-17,09:30:00,股票,华东医药(000963.XSHE),卖,市价单,-1500股,27.09,-40635,-1500股,-,-1455,50.79,全部成交,2018-12-17 09:30:00
2018-12-17,09:30:00,股票,紫金矿业(601899.XSHG),卖,市价单,-11900股,3.36,-39984,-11900股,-,-833,49.98,全部成交,2018-12-17 09:30:00
2018-12-18,09:30:00,股票,圣邦股份(300661.XSHE),买,市价单,600股,69.44,41664,600股,-,0,10.42,全部成交,2018-12-18 09:30:00
2018-12-18,09:30:00,股票,浙能电力(600023.XSHG),买,市价单,9500股,4.58,43510,9500股,-,0,10.88,全部成交,2018-12-18 09:30:00
2018-12-18,09:30:00,股票,中国核电(601985.XSHG),买,市价单,5400股,5.35,28890,5400股,-,0,7.22,全部成交,2018-12-18 09:30:00
2018-12-18,09:30:00,股票,北京银行(601169.XSHG),买,市价单,200股,5.93,1186,200股,-,0,5,全部成交,2018-12-18 09:30:00
2018-12-19,09:30:00,股票,中国电建(601669.XSHG),卖,市价单,-300股,5.01,-1503,-300股,-,63,6.5,全部成交,2018-12-19 09:30:00
2018-12-19,09:30:00,股票,青岛啤酒(600600.XSHG),卖,市价单,-1300股,35.57,-46241,-1300股,-,5057,57.8,全部成交,2018-12-19 09:30:00
2018-12-20,09:30:00,股票,中航沈飞(600760.XSHG),卖,市价单,-1400股,30.56,-42784,-1400股,-,994,53.48,全部成交,2018-12-20 09:30:00
2018-12-20,09:30:00,股票,分众传媒(002027.XSHE),卖,市价单,-300股,5.92,-1776,-300股,-,-78,6.78,全部成交,2018-12-20 09:30:00
2018-12-20,09:30:00,股票,圣邦股份(300661.XSHE),卖,市价单,-600股,66.85,-40110,-600股,-,-1554,50.14,全部成交,2018-12-20 09:30:00
2018-12-20,09:30:00,股票,中国核电(601985.XSHG),卖,市价单,-5400股,5.23,-28242,-5400股,-,-648,35.3,全部成交,2018-12-20 09:30:00
2018-12-20,09:30:00,股票,圣邦股份(300661.XSHE),买,市价单,600股,66.85,40110,600股,-,0,10.03,全部成交,2018-12-20 09:30:00
2018-12-20,09:30:00,股票,立讯精密(002475.XSHE),买,市价单,3300股,13.13,43329,3300股,-,0,10.83,全部成交,2018-12-20 09:30:00
2018-12-20,09:30:00,股票,迈瑞医疗(300760.XSHE),买,市价单,400股,98,39200,400股,-,0,9.8,全部成交,2018-12-20 09:30:00
2018-12-20,09:30:00,股票,南大光电(300346.XSHE),买,市价单,3900股,9.09,35451,3900股,-,0,8.86,全部成交,2018-12-20 09:30:00
2018-12-20,09:30:00,股票,菲利华(300395.XSHE),买,市价单,100股,14.15,1415,100股,-,0,5,全部成交,2018-12-20 09:30:00
2018-12-21,09:30:00,股票,徐工机械(000425.XSHE),卖,市价单,-800股,3.36,-2688,-800股,-,-56,7.69,全部成交,2018-12-21 09:30:00
2018-12-21,09:30:00,股票,北京银行(601169.XSHG),卖,市价单,-200股,5.78,-1156,-200股,-,-30,6.16,全部成交,2018-12-21 09:30:00
2018-12-21,09:30:00,股票,上海莱士(002252.XSHE),买,市价单,200股,6.18,1236,200股,-,0,5,全部成交,2018-12-21 09:30:00
2018-12-21,09:30:00,股票,长电科技(600584.XSHG),买,市价单,400股,8.93,3572,400股,-,0,5,全部成交,2018-12-21 09:30:00
2018-12-24,09:30:00,股票,光启技术(002625.XSHE),卖,市价单,-100股,9.97,-997,-100股,-,9,6,全部成交,2018-12-24 09:30:00
2018-12-24,09:30:00,股票,菲利华(300395.XSHE),卖,市价单,-100股,13.85,-1385,-100股,-,-30,6.38,全部成交,2018-12-24 09:30:00
2018-12-24,09:30:00,股票,爱尔眼科(300015.XSHE),买,市价单,100股,26.28,2628,100股,-,0,5,全部成交,2018-12-24 09:30:00
2018-12-25,09:30:00,股票,包钢股份(600010.XSHG),卖,市价单,-100股,1.53,-153,-100股,-,-5,5.15,全部成交,2018-12-25 09:30:00
2018-12-25,09:30:00,股票,华能水电(600025.XSHG),卖,市价单,-14600股,3.06,-44676,-14600股,-,876,55.84,全部成交,2018-12-25 09:30:00
2018-12-25,09:30:00,股票,中航光电(002179.XSHE),买,市价单,1200股,33.49,40188,1200股,-,0,10.05,全部成交,2018-12-25 09:30:00
2018-12-25,09:30:00,股票,沪电股份(002463.XSHE),买,市价单,600股,7.08,4248,600股,-,0,5,全部成交,2018-12-25 09:30:00
2018-12-26,09:30:00,股票,中国银行(601988.XSHG),买,市价单,100股,3.61,361,100股,-,0,5,全部成交,2018-12-26 09:30:00
2018-12-27,09:30:00,股票,浙能电力(600023.XSHG),卖,市价单,-9500股,4.67,-44365,-9500股,-,855,55.46,全部成交,2018-12-27 09:30:00
2018-12-27,09:30:00,股票,华友钴业(603799.XSHG),买,市价单,1300股,31.03,40339,1300股,-,0,10.08,全部成交,2018-12-27 09:30:00
2018-12-27,09:30:00,股票,国电南瑞(600406.XSHG),买,市价单,200股,18.53,3706,200股,-,0,5,全部成交,2018-12-27 09:30:00
2018-12-28,09:30:00,股票,南大光电(300346.XSHE),卖,市价单,-3900股,8.87,-34593,-3900股,-,-858,43.24,全部成交,2018-12-28 09:30:00
2018-12-28,09:30:00,股票,长电科技(600584.XSHG),卖,市价单,-400股,8.5,-3400,-400股,-,-172,8.4,全部成交,2018-12-28 09:30:00
2018-12-28,09:30:00,股票,华友钴业(603799.XSHG),卖,市价单,-1300股,29.96,-38948,-1300股,-,-1391,48.68,全部成交,2018-12-28 09:30:00
2018-12-28,09:30:00,股票,国电南瑞(600406.XSHG),卖,市价单,-200股,18.08,-3616,-200股,-,-90,8.62,全部成交,2018-12-28 09:30:00
2018-12-28,09:30:00,股票,华友钴业(603799.XSHG),买,市价单,1400股,29.96,41944,1400股,-,0,10.49,全部成交,2018-12-28 09:30:00
2018-12-28,09:30:00,股票,中信建投(601066.XSHG),买,市价单,4200股,8.59,36078,4200股,-,0,9.02,全部成交,2018-12-28 09:30:00
2018-12-28,09:30:00,股票,浙商证券(601878.XSHG),买,市价单,300股,7.04,2112,300股,-,0,5,全部成交,2018-12-28 09:30:00
2018-12-28,09:30:00,股票,分众传媒(002027.XSHE),买,市价单,100股,5.33,533,100股,-,0,5,全部成交,2018-12-28 09:30:00
2019-01-02,09:30:00,股票,圣邦股份(300661.XSHE),卖,市价单,-600股,68.02,-40812,-600股,-,702,51.02,全部成交,2019-01-02 09:30:00
2019-01-02,09:30:00,股票,立讯精密(002475.XSHE),卖,市价单,-3300股,14.09,-46497,-3300股,-,3168,58.12,全部成交,2019-01-02 09:30:00
2019-01-02,09:30:00,股票,迈瑞医疗(300760.XSHE),卖,市价单,-400股,106.45,-42580,-400股,-,3380,53.22,全部成交,2019-01-02 09:30:00
2019-01-02,09:30:00,股票,上海莱士(002252.XSHE),卖,市价单,-200股,8.04,-1608,-200股,-,372,6.61,全部成交,2019-01-02 09:30:00
2019-01-02,09:30:00,股票,中国石化(600028.XSHG),买,市价单,8700股,5.1,44370,8700股,-,0,11.09,全部成交,2019-01-02 09:30:00
2019-01-02,09:30:00,股票,方正证券(601901.XSHG),买,市价单,8400股,5.27,44268,8400股,-,0,11.07,全部成交,2019-01-02 09:30:00
2019-01-02,09:30:00,股票,交通银行(601328.XSHG),买,市价单,7000股,5.77,40390,7000股,-,0,10.1,全部成交,2019-01-02 09:30:00
2019-01-02,09:30:00,股票,网宿科技(300017.XSHE),买,市价单,200股,7.85,1570,200股,-,0,5,全部成交,2019-01-02 09:30:00
2019-01-03,09:30:00,股票,爱尔眼科(300015.XSHE),卖,市价单,-100股,24.62,-2462,-100股,-,-166,7.46,全部成交,2019-01-03 09:30:00
2019-01-03,09:30:00,股票,华友钴业(603799.XSHG),卖,市价单,-1400股,29.25,-40950,-1400股,-,-994,51.19,全部成交,2019-01-03 09:30:00
2019-01-03,09:30:00,股票,分众传媒(002027.XSHE),卖,市价单,-100股,4.97,-497,-100股,-,-36,5.5,全部成交,2019-01-03 09:30:00
2019-01-03,09:30:00,股票,紫金矿业(601899.XSHG),买,市价单,200股,2.96,592,200股,-,0,5,全部成交,2019-01-03 09:30:00
2019-01-03,09:30:00,股票,中国人保(601319.XSHG),买,市价单,1600股,5.29,8464,1600股,-,0,5,全部成交,2019-01-03 09:30:00
2019-01-03,09:30:00,股票,兆易创新(603986.XSHG),买,市价单,100股,59.79,5979,100股,-,0,5,全部成交,2019-01-03 09:30:00
2019-01-03,09:30:00,股票,蓝思科技(300433.XSHE),买,市价单,1300股,6.35,8255,1300股,-,0,5,全部成交,2019-01-03 09:30:00
2019-01-03,09:30:00,股票,分众传媒(002027.XSHE),买,市价单,1700股,4.97,8449,1700股,-,0,5,全部成交,2019-01-03 09:30:00
2019-01-03,09:30:00,股票,复星医药(600196.XSHG),买,市价单,400股,21.55,8620,400股,-,0,5,全部成交,2019-01-03 09:30:00
2019-01-03,09:30:00,股票,天赐材料(002709.XSHE),买,市价单,100股,21.32,2132,100股,-,0,5,全部成交,2019-01-03 09:30:00
2019-01-03,09:30:00,股票,浪潮信息(000977.XSHE),买,市价单,100股,15.83,1583,100股,-,0,5,全部成交,2019-01-03 09:30:00
2019-01-04,09:30:00,股票,沪电股份(002463.XSHE),卖,市价单,-600股,6.7,-4020,-600股,-,-228,9.02,全部成交,2019-01-04 09:30:00
2019-01-04,09:30:00,股票,中国银行(601988.XSHG),卖,市价单,-100股,3.53,-353,-100股,-,-8,5.35,全部成交,2019-01-04 09:30:00
2019-01-04,09:30:00,股票,兆易创新(603986.XSHG),卖,市价单,-100股,58.13,-5813,-100股,-,-166,10.81,全部成交,2019-01-04 09:30:00
2019-01-04,09:30:00,股票,蓝思科技(300433.XSHE),卖,市价单,-1300股,6.15,-7995,-1300股,-,-260,13,全部成交,2019-01-04 09:30:00
2019-01-04,09:30:00,股票,复星医药(600196.XSHG),卖,市价单,-400股,20.8,-8320,-400股,-,-300,13.32,全部成交,2019-01-04 09:30:00
2019-01-04,09:30:00,股票,浪潮信息(000977.XSHE),卖,市价单,-100股,15.29,-1529,-100股,-,-54,6.53,全部成交,2019-01-04 09:30:00
2019-01-04,09:30:00,股票,复星医药(600196.XSHG),买,市价单,1300股,20.8,27040,1300股,-,0,6.76,全部成交,2019-01-04 09:30:00
2019-01-04,09:30:00,股票,蓝思科技(300433.XSHE),买,市价单,200股,6.15,1230,200股,-,0,5,全部成交,2019-01-04 09:30:00
2019-01-07,09:30:00,股票,中航光电(002179.XSHE),卖,市价单,-1200股,34.8,-41760,-1200股,-,1572,52.2,全部成交,2019-01-07 09:30:00
2019-01-07,09:30:00,股票,方正证券(601901.XSHG),卖,市价单,-8400股,7.05,-59220,-8400股,-,14952,74.03,全部成交,2019-01-07 09:30:00
2019-01-07,09:30:00,股票,信维通信(300136.XSHE),买,市价单,400股,20.13,8052,400股,-,0,5,全部成交,2019-01-07 09:30:00
2019-01-07,09:30:00,股票,中国铝业(601600.XSHG),买,市价单,2600股,3.59,9334,2600股,-,0,5,全部成交,2019-01-07 09:30:00
2019-01-07,09:30:00,股票,光大银行(601818.XSHG),买,市价单,2400股,3.88,9312,2400股,-,0,5,全部成交,2019-01-07 09:30:00
2019-01-07,09:30:00,股票,申万宏源(000166.XSHE),买,市价单,2100股,4.4,9240,2100股,-,0,5,全部成交,2019-01-07 09:30:00
2019-01-07,09:30:00,股票,兴业证券(601377.XSHG),买,市价单,1900股,5.07,9633,1900股,-,0,5,全部成交,2019-01-07 09:30:00
2019-01-07,09:30:00,股票,中国核电(601985.XSHG),买,市价单,1800股,5.34,9612,1800股,-,0,5,全部成交,2019-01-07 09:30:00
2019-01-07,09:30:00,股票,江苏银行(600919.XSHG),买,市价单,1500股,6.1,9150,1500股,-,0,5,全部成交,2019-01-07 09:30:00
2019-01-07,09:30:00,股票,特变电工(600089.XSHG),买,市价单,1300股,7.31,9503,1300股,-,0,5,全部成交,2019-01-07 09:30:00
2019-01-07,09:30:00,股票,沪电股份(002463.XSHE),买,市价单,1300股,7.41,9633,1300股,-,0,5,全部成交,2019-01-07 09:30:00
2019-01-07,09:30:00,股票,杭州银行(600926.XSHG),买,市价单,1200股,7.59,9108,1200股,-,0,5,全部成交,2019-01-07 09:30:00
2019-01-08,09:30:00,股票,铜陵有色(000630.XSHE),买,市价单,3900股,2.02,7878,3900股,-,0,5,全部成交,2019-01-08 09:30:00
2019-01-10,09:30:00,股票,中信建投(601066.XSHG),卖,市价单,-4200股,11.11,-46662,-4200股,-,10584,58.33,全部成交,2019-01-10 09:30:00
2019-01-10,09:30:00,股票,浙商证券(601878.XSHG),卖,市价单,-300股,8.08,-2424,-300股,-,312,7.42,全部成交,2019-01-10 09:30:00
2019-01-10,09:30:00,股票,神州泰岳(300002.XSHE),买,市价单,100股,3.48,348,100股,-,0,5,全部成交,2019-01-10 09:30:00
2019-01-10,09:30:00,股票,招商轮船(601872.XSHG),买,市价单,2500股,3.87,9675,2500股,-,0,5,全部成交,2019-01-10 09:30:00
2019-01-11,09:30:00,股票,中国石化(600028.XSHG),卖,市价单,-8700股,5.31,-46197,-8700股,-,1827,57.75,全部成交,2019-01-11 09:30:00
2019-01-11,09:30:00,股票,交通银行(601328.XSHG),卖,市价单,-7000股,5.89,-41230,-7000股,-,840,51.54,全部成交,2019-01-11 09:30:00
2019-01-11,09:30:00,股票,网宿科技(300017.XSHE),卖,市价单,-200股,8.13,-1626,-200股,-,56,6.63,全部成交,2019-01-11 09:30:00
2019-01-11,09:30:00,股票,南方航空(600029.XSHG),买,市价单,5200股,7.15,37180,5200股,-,0,9.3,全部成交,2019-01-11 09:30:00
2019-01-11,09:30:00,股票,通威股份(600438.XSHG),买,市价单,5500股,8.92,49060,5500股,-,0,12.26,全部成交,2019-01-11 09:30:00
2019-01-11,09:30:00,股票,阳光电源(300274.XSHE),买,市价单,4200股,9.44,39648,4200股,-,0,9.91,全部成交,2019-01-11 09:30:00
2019-01-14,09:30:00,股票,紫金矿业(601899.XSHG),卖,市价单,-200股,3.06,-612,-200股,-,20,5.61,全部成交,2019-01-14 09:30:00
2019-01-14,09:30:00,股票,中国人保(601319.XSHG),卖,市价单,-1600股,5.51,-8816,-1600股,-,352,13.82,全部成交,2019-01-14 09:30:00
2019-01-14,09:30:00,股票,分众传媒(002027.XSHE),卖,市价单,-1700股,5.5,-9350,-1700股,-,901,14.35,全部成交,2019-01-14 09:30:00
2019-01-14,09:30:00,股票,天赐材料(002709.XSHE),卖,市价单,-100股,22.28,-2228,-100股,-,96,7.23,全部成交,2019-01-14 09:30:00
2019-01-14,09:30:00,股票,云铝股份(000807.XSHE),买,市价单,600股,4.05,2430,600股,-,0,5,全部成交,2019-01-14 09:30:00
2019-01-14,09:30:00,股票,东方航空(600115.XSHG),买,市价单,3900股,5.1,19890,3900股,-,0,5,全部成交,2019-01-14 09:30:00
2019-01-14,09:30:00,股票,中国国航(601111.XSHG),买,市价单,100股,8.15,815,100股,-,0,5,全部成交,2019-01-14 09:30:00
2019-01-15,09:30:00,股票,复星医药(600196.XSHG),卖,市价单,-1300股,21.55,-28015,-1300股,-,975,35.02,全部成交,2019-01-15 09:30:00
2019-01-15,09:30:00,股票,蓝思科技(300433.XSHE),卖,市价单,-200股,6.64,-1328,-200股,-,98,6.33,全部成交,2019-01-15 09:30:00
2019-01-15,09:30:00,股票,申万宏源(000166.XSHE),卖,市价单,-2100股,4.31,-9051,-2100股,-,-189,14.05,全部成交,2019-01-15 09:30:00
2019-01-15,09:30:00,股票,通威股份(600438.XSHG),卖,市价单,-5500股,8.7,-47850,-5500股,-,-1210,59.81,全部成交,2019-01-15 09:30:00
2019-01-15,09:30:00,股票,阳光电源(300274.XSHE),卖,市价单,-4200股,9.25,-38850,-4200股,-,-798,48.56,全部成交,2019-01-15 09:30:00
2019-01-15,09:30:00,股票,中国国航(601111.XSHG),卖,市价单,-100股,7.97,-797,-100股,-,-18,5.8,全部成交,2019-01-15 09:30:00
2019-01-15,09:30:00,股票,徐工机械(000425.XSHE),买,市价单,100股,3.31,331,100股,-,0,5,全部成交,2019-01-15 09:30:00
2019-01-15,09:30:00,股票,中信银行(601998.XSHG),买,市价单,8900股,5.45,48505,8900股,-,0,12.13,全部成交,2019-01-15 09:30:00
2019-01-15,09:30:00,股票,光启技术(002625.XSHE),买,市价单,4300股,11.27,48461,4300股,-,0,12.12,全部成交,2019-01-15 09:30:00
2019-01-15,09:30:00,股票,小康股份(601127.XSHG),买,市价单,1600股,16.67,26672,1600股,-,0,6.67,全部成交,2019-01-15 09:30:00
2019-01-16,09:30:00,股票,信维通信(300136.XSHE),卖,市价单,-400股,20.85,-8340,-400股,-,288,13.34,全部成交,2019-01-16 09:30:00
2019-01-16,09:30:00,股票,中国铝业(601600.XSHG),卖,市价单,-2600股,3.62,-9412,-2600股,-,78,14.41,全部成交,2019-01-16 09:30:00
2019-01-16,09:30:00,股票,光大银行(601818.XSHG),卖,市价单,-2400股,3.91,-9384,-2400股,-,72,14.38,全部成交,2019-01-16 09:30:00
2019-01-16,09:30:00,股票,兴业证券(601377.XSHG),卖,市价单,-1900股,5.2,-9880,-1900股,-,247,14.88,全部成交,2019-01-16 09:30:00
2019-01-16,09:30:00,股票,中国核电(601985.XSHG),卖,市价单,-1800股,5.37,-9666,-1800股,-,54,14.67,全部成交,2019-01-16 09:30:00
2019-01-16,09:30:00,股票,江苏银行(600919.XSHG),卖,市价单,-1500股,6.06,-9090,-1500股,-,-60,14.09,全部成交,2019-01-16 09:30:00
2019-01-16,09:30:00,股票,特变电工(600089.XSHG),卖,市价单,-1300股,7.4,-9620,-1300股,-,117,14.62,全部成交,2019-01-16 09:30:00
2019-01-16,09:30:00,股票,沪电股份(002463.XSHE),卖,市价单,-1300股,7.81,-10153,-1300股,-,520,15.15,全部成交,2019-01-16 09:30:00
2019-01-16,09:30:00,股票,杭州银行(600926.XSHG),卖,市价单,-1200股,7.54,-9048,-1200股,-,-60,14.05,全部成交,2019-01-16 09:30:00
2019-01-16,09:30:00,股票,华夏银行(600015.XSHG),买,市价单,200股,7.43,1486,200股,-,0,5,全部成交,2019-01-16 09:30:00
2019-01-16,09:30:00,股票,东方证券(600958.XSHG),买,市价单,5800股,8.38,48604,5800股,-,0,12.15,全部成交,2019-01-16 09:30:00
2019-01-16,09:30:00,股票,大华股份(002236.XSHE),买,市价单,2700股,12.51,33777,2700股,-,0,8.44,全部成交,2019-01-16 09:30:00
2019-01-16,09:30:00,股票,昆仑万维(300418.XSHE),买,市价单,100股,13.94,1394,100股,-,0,5,全部成交,2019-01-16 09:30:00
2019-01-17,09:30:00,股票,铜陵有色(000630.XSHE),卖,市价单,-3900股,2.02,-7878,-3900股,-,0,12.88,全部成交,2019-01-17 09:30:00
2019-01-17,09:30:00,股票,昆仑万维(300418.XSHE),卖,市价单,-100股,13.65,-1365,-100股,-,-29,6.36,全部成交,2019-01-17 09:30:00
2019-01-17,09:30:00,股票,分众传媒(002027.XSHE),买,市价单,200股,5.68,1136,200股,-,0,5,全部成交,2019-01-17 09:30:00
2019-01-17,09:30:00,股票,中国人寿(601628.XSHG),买,市价单,400股,20.95,8380,400股,-,0,5,全部成交,2019-01-17 09:30:00
2019-01-18,09:30:00,股票,光启技术(002625.XSHE),卖,市价单,-4300股,10.75,-46225,-4300股,-,-2236,57.78,全部成交,2019-01-18 09:30:00
2019-01-18,09:30:00,股票,川投能源(600674.XSHG),买,市价单,100股,8.5,850,100股,-,0,5,全部成交,2019-01-18 09:30:00
2019-01-18,09:30:00,股票,宇通客车(600066.XSHG),买,市价单,3600股,12.18,43848,3600股,-,0,10.96,全部成交,2019-01-18 09:30:00
2019-01-18,09:30:00,股票,中国动力(600482.XSHG),买,市价单,100股,22.22,2222,100股,-,0,5,全部成交,2019-01-18 09:30:00
2019-01-21,09:30:00,股票,神州泰岳(300002.XSHE),卖,市价单,-100股,3.57,-357,-100股,-,9,5.36,全部成交,2019-01-21 09:30:00
2019-01-21,09:30:00,股票,招商轮船(601872.XSHG),卖,市价单,-2500股,3.96,-9900,-2500股,-,225,14.9,全部成交,2019-01-21 09:30:00
2019-01-21,09:30:00,股票,大华股份(002236.XSHE),卖,市价单,-2700股,12.25,-33075,-2700股,-,-702,41.34,全部成交,2019-01-21 09:30:00
2019-01-21,09:30:00,股票,洛阳钼业(603993.XSHG),买,市价单,10300股,3.97,40891,10300股,-,0,10.22,全部成交,2019-01-21 09:30:00
2019-01-21,09:30:00,股票,华电国际(600027.XSHG),买,市价单,500股,4.65,2325,500股,-,0,5,全部成交,2019-01-21 09:30:00
2019-01-22,09:30:00,股票,南方航空(600029.XSHG),卖,市价单,-5200股,7.1,-36920,-5200股,-,-260,46.15,全部成交,2019-01-22 09:30:00
2019-01-22,09:30:00,股票,中国巨石(600176.XSHG),买,市价单,3500股,9.85,34475,3500股,-,0,8.62,全部成交,2019-01-22 09:30:00
2019-01-22,09:30:00,股票,广汽集团(601238.XSHG),买,市价单,200股,10.34,2068,200股,-,0,5,全部成交,2019-01-22 09:30:00
2019-01-23,09:30:00,股票,云铝股份(000807.XSHE),卖,市价单,-600股,4.17,-2502,-600股,-,72,7.5,全部成交,2019-01-23 09:30:00
2019-01-23,09:30:00,股票,东方航空(600115.XSHG),卖,市价单,-3900股,4.98,-19422,-3900股,-,-468,24.42,全部成交,2019-01-23 09:30:00
2019-01-23,09:30:00,股票,宇通客车(600066.XSHG),卖,市价单,-3600股,11.75,-42300,-3600股,-,-1548,52.88,全部成交,2019-01-23 09:30:00
2019-01-23,09:30:00,股票,洛阳钼业(603993.XSHG),卖,市价单,-10300股,3.85,-39655,-10300股,-,-1236,49.57,全部成交,2019-01-23 09:30:00
2019-01-23,09:30:00,股票,华电国际(600027.XSHG),卖,市价单,-500股,4.53,-2265,-500股,-,-60,7.26,全部成交,2019-01-23 09:30:00
2019-01-24,09:30:00,股票,徐工机械(000425.XSHE),卖,市价单,-100股,3.27,-327,-100股,-,-4,5.33,全部成交,2019-01-24 09:30:00
2019-01-24,09:30:00,股票,中信银行(601998.XSHG),卖,市价单,-8900股,5.48,-48772,-8900股,-,267,60.96,全部成交,2019-01-24 09:30:00
2019-01-24,09:30:00,股票,小康股份(601127.XSHG),卖,市价单,-1600股,16.3,-26080,-1600股,-,-592,32.6,全部成交,2019-01-24 09:30:00
2019-01-24,09:30:00,股票,天赐材料(002709.XSHE),买,市价单,1800股,25.2,45360,1800股,-,0,11.34,全部成交,2019-01-24 09:30:00
2019-01-25,09:30:00,股票,华夏银行(600015.XSHG),卖,市价单,-200股,7.46,-1492,-200股,-,6,6.49,全部成交,2019-01-25 09:30:00
2019-01-25,09:30:00,股票,东方证券(600958.XSHG),卖,市价单,-5800股,8.3,-48140,-5800股,-,-464,60.18,全部成交,2019-01-25 09:30:00
2019-01-25,09:30:00,股票,招商公路(001965.XSHE),买,市价单,5800股,8.23,47734,5800股,-,0,11.93,全部成交,2019-01-25 09:30:00
2019-01-25,09:30:00,股票,中海油服(601808.XSHG),买,市价单,5300股,8.92,47276,5300股,-,0,11.82,全部成交,2019-01-25 09:30:00
2019-01-25,09:30:00,股票,南大光电(300346.XSHE),买,市价单,4900股,9.6,47040,4900股,-,0,11.76,全部成交,2019-01-25 09:30:00
2019-01-25,09:30:00,股票,广发证券(000776.XSHE),买,市价单,3100股,13.3,41230,3100股,-,0,10.31,全部成交,2019-01-25 09:30:00
2019-01-25,09:30:00,股票,扬杰科技(300373.XSHE),买,市价单,100股,15.65,1565,100股,-,0,5,全部成交,2019-01-25 09:30:00
2019-01-28,09:30:00,股票,分众传媒(002027.XSHE),卖,市价单,-200股,5.85,-1170,-200股,-,34,6.17,全部成交,2019-01-28 09:30:00
2019-01-28,09:30:00,股票,中国人寿(601628.XSHG),卖,市价单,-400股,22.39,-8956,-400股,-,576,13.96,全部成交,2019-01-28 09:30:00
2019-01-28,09:30:00,股票,上港集团(600018.XSHG),买,市价单,100股,5.37,537,100股,-,0,5,全部成交,2019-01-28 09:30:00
2019-01-28,09:30:00,股票,中国人保(601319.XSHG),买,市价单,1800股,5.53,9954,1800股,-,0,5,全部成交,2019-01-28 09:30:00
2019-01-29,09:30:00,股票,川投能源(600674.XSHG),卖,市价单,-100股,8.9,-890,-100股,-,40,5.89,全部成交,2019-01-29 09:30:00
2019-01-29,09:30:00,股票,中国动力(600482.XSHG),卖,市价单,-100股,22.81,-2281,-100股,-,59,7.28,全部成交,2019-01-29 09:30:00
2019-01-29,09:30:00,股票,中海油服(601808.XSHG),卖,市价单,-5300股,8.59,-45527,-5300股,-,-1749,56.91,全部成交,2019-01-29 09:30:00
2019-01-29,09:30:00,股票,广发证券(000776.XSHE),卖,市价单,-3100股,12.87,-39897,-3100股,-,-1333,49.87,全部成交,2019-01-29 09:30:00
2019-01-29,09:30:00,股票,银泰资源(000975.XSHE),买,市价单,4600股,10.17,46782,4600股,-,0,11.7,全部成交,2019-01-29 09:30:00
2019-01-29,09:30:00,股票,上海银行(601229.XSHG),买,市价单,3500股,11.21,39235,3500股,-,0,9.81,全部成交,2019-01-29 09:30:00
2019-01-30,09:30:00,股票,南大光电(300346.XSHE),卖,市价单,-4900股,9.22,-45178,-4900股,-,-1862,56.47,全部成交,2019-01-30 09:30:00
2019-01-30,09:30:00,股票,神州泰岳(300002.XSHE),买,市价单,14900股,3.05,45445,14900股,-,0,11.36,全部成交,2019-01-30 09:30:00
2019-01-30,09:30:00,股票,双汇发展(000895.XSHE),买,市价单,100股,24.4,2440,100股,-,0,5,全部成交,2019-01-30 09:30:00
2019-01-31,09:30:00,股票,中国巨石(600176.XSHG),卖,市价单,-3500股,10.11,-35385,-3500股,-,910,44.23,全部成交,2019-01-31 09:30:00
2019-01-31,09:30:00,股票,广汽集团(601238.XSHG),卖,市价单,-200股,10.3,-2060,-200股,-,-8,7.06,全部成交,2019-01-31 09:30:00
2019-01-31,09:30:00,股票,华友钴业(603799.XSHG),买,市价单,1300股,26.8,34840,1300股,-,0,8.71,全部成交,2019-01-31 09:30:00
2019-01-31,09:30:00,股票,徐工机械(000425.XSHE),买,市价单,700股,3.3,2310,700股,-,0,5,全部成交,2019-01-31 09:30:00
2019-02-01,09:30:00,股票,华友钴业(603799.XSHG),卖,市价单,-1300股,26.21,-34073,-1300股,-,-767,42.59,全部成交,2019-02-01 09:30:00
2019-02-01,09:30:00,股票,海航基础(600515.XSHG),买,市价单,7400股,4.38,32412,7400股,-,0,8.1,全部成交,2019-02-01 09:30:00
2019-02-01,09:30:00,股票,上海莱士(002252.XSHE),买,市价单,300股,5.89,1767,300股,-,0,5,全部成交,2019-02-01 09:30:00
2019-02-11,09:30:00,股票,天赐材料(002709.XSHE),卖,市价单,-1800股,27.4,-49320,-1800股,-,3960,61.65,全部成交,2019-02-11 09:30:00
2019-02-11,09:30:00,股票,西山煤电(000983.XSHE),买,市价单,8400股,5.59,46956,8400股,-,0,11.74,全部成交,2019-02-11 09:30:00
