日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2020-05-06,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.6,74580,25006.9,4.387,-,0,-2034,0股,50.44%,269407.61,27.68%
2020-05-06,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.83,33321,-15894.9,5.657,-,0,87,0股,-32.3%,269407.61,12.37%
2020-05-06,股票,交通银行(601328.XSHG),多,8000股,8000股,5.13,41040,-4755.2,5.724,-,0,-400,0股,-10.38%,269407.61,15.23%
2020-05-06,股票,中信银行(601998.XSHG),多,7500股,7500股,5.15,38625,-5467.5,5.879,-,0,-375,0股,-12.4%,269407.61,14.34%
2020-05-06,股票,中兴通讯(000063.XSHE),多,100股,100股,41.92,4192,2977,12.15,-,0,83,0股,245.02%,269407.61,1.56%
2020-05-06,,Cash,,,,,11366.61,,,,,,,,0
2020-05-07,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.64,35972,-13689.6,21.592,-,0,1081,0股,-27.57%,268481.61,13.4%
2020-05-07,股票,上汽集团(600104.XSHG),多,1600股,1600股,19.65,31440,-14448,28.68,-,0,48,0股,-31.49%,268481.61,11.71%
2020-05-07,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.48,73224,23650.9,4.387,-,0,-1356,0股,47.71%,268481.61,27.27%
2020-05-07,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.79,32973,-16242.9,5.657,-,0,-348,0股,-33%,268481.61,12.28%
2020-05-07,股票,交通银行(601328.XSHG),多,8000股,8000股,5.12,40960,-4835.2,5.724,-,0,-80,0股,-10.56%,268481.61,15.26%
2020-05-07,股票,中信银行(601998.XSHG),多,7500股,7500股,5.11,38325,-5767.5,5.879,-,0,-300,0股,-13.08%,268481.61,14.27%
2020-05-07,股票,中兴通讯(000063.XSHE),多,100股,100股,42.21,4221,3006,12.15,-,0,29,0股,247.41%,268481.61,1.57%
2020-05-07,,Cash,,,,,11366.61,,,,,,,,0
2020-05-08,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.52,35696,-13965.6,21.592,-,0,-276,0股,-28.12%,269439.61,13.25%
2020-05-08,股票,上汽集团(600104.XSHG),多,1600股,1600股,20.29,32464,-13424,28.68,-,0,1024,0股,-29.25%,269439.61,12.05%
2020-05-08,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.44,72772,23198.9,4.387,-,0,-452,0股,46.8%,269439.61,27.01%
2020-05-08,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.81,33147,-16068.9,5.657,-,0,174,0股,-32.65%,269439.61,12.3%
2020-05-08,股票,交通银行(601328.XSHG),多,8000股,8000股,5.14,41120,-4675.2,5.724,-,0,160,0股,-10.21%,269439.61,15.26%
2020-05-08,股票,中信银行(601998.XSHG),多,7500股,7500股,5.15,38625,-5467.5,5.879,-,0,300,0股,-12.4%,269439.61,14.34%
2020-05-08,股票,中兴通讯(000063.XSHE),多,100股,100股,42.49,4249,3034,12.15,-,0,28,0股,249.71%,269439.61,1.58%
2020-05-08,,Cash,,,,,11366.61,,,,,,,,0
2020-05-11,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.58,35834,-13827.6,21.592,-,0,138,0股,-27.84%,270701.61,13.24%
2020-05-11,股票,上汽集团(600104.XSHG),多,1600股,1600股,20.1,32160,-13728,28.68,-,0,-304,0股,-29.92%,270701.61,11.88%
2020-05-11,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.56,74128,24554.9,4.387,-,0,1356,0股,49.53%,270701.61,27.38%
2020-05-11,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.82,33234,-15981.9,5.657,-,0,87,0股,-32.47%,270701.61,12.28%
2020-05-11,股票,交通银行(601328.XSHG),多,8000股,8000股,5.15,41200,-4595.2,5.724,-,0,80,0股,-10.03%,270701.61,15.22%
2020-05-11,股票,中信银行(601998.XSHG),多,7500股,7500股,5.13,38475,-5617.5,5.879,-,0,-150,0股,-12.74%,270701.61,14.21%
2020-05-11,股票,中兴通讯(000063.XSHE),多,100股,100股,43.04,4304,3089,12.15,-,0,55,0股,254.24%,270701.61,1.59%
2020-05-11,,Cash,,,,,11366.61,,,,,,,,0
2020-05-12,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.57,35811,-13850.6,21.592,-,0,-23,0股,-27.89%,267107.61,13.41%
2020-05-12,股票,上汽集团(600104.XSHG),多,1600股,1600股,19.79,31664,-14224,28.68,-,0,-496,0股,-31%,267107.61,11.85%
2020-05-12,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.36,71868,22294.9,4.387,-,0,-2260,0股,44.97%,267107.61,26.91%
2020-05-12,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.78,32886,-16329.9,5.657,-,0,-348,0股,-33.18%,267107.61,12.31%
2020-05-12,股票,交通银行(601328.XSHG),多,8000股,8000股,5.13,41040,-4755.2,5.724,-,0,-160,0股,-10.38%,267107.61,15.36%
2020-05-12,股票,中信银行(601998.XSHG),多,7500股,7500股,5.1,38250,-5842.5,5.879,-,0,-225,0股,-13.25%,267107.61,14.32%
2020-05-12,股票,中兴通讯(000063.XSHE),多,100股,100股,42.22,4222,3007,12.15,-,0,-82,0股,247.49%,267107.61,1.58%
2020-05-12,,Cash,,,,,11366.61,,,,,,,,0
2020-05-13,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.67,36041,-13620.6,21.592,-,0,230,0股,-27.43%,267600.61,13.47%
2020-05-13,股票,上汽集团(600104.XSHG),多,1600股,1600股,19.52,31232,-14656,28.68,-,0,-432,0股,-31.94%,267600.61,11.67%
2020-05-13,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.42,72546,22972.9,4.387,-,0,678,0股,46.34%,267600.61,27.11%
2020-05-13,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.77,32799,-16416.9,5.657,-,0,-87,0股,-33.36%,267600.61,12.26%
2020-05-13,股票,交通银行(601328.XSHG),多,8000股,8000股,5.13,41040,-4755.2,5.724,-,0,0,0股,-10.38%,267600.61,15.34%
2020-05-13,股票,中信银行(601998.XSHG),多,7500股,7500股,5.12,38400,-5692.5,5.879,-,0,150,0股,-12.91%,267600.61,14.35%
2020-05-13,股票,中兴通讯(000063.XSHE),多,100股,100股,41.76,4176,2961,12.15,-,0,-46,0股,243.7%,267600.61,1.56%
2020-05-13,,Cash,,,,,11366.61,,,,,,,,0
2020-05-14,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.62,35926,-13735.6,21.592,-,0,-115,0股,-27.66%,263082.61,13.66%
2020-05-14,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.94,30304,-15584,28.68,-,0,-928,0股,-33.96%,263082.61,11.52%
2020-05-14,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.17,69721,20147.9,4.387,-,0,-2825,0股,40.64%,263082.61,26.5%
2020-05-14,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.76,32712,-16503.9,5.657,-,0,-87,0股,-33.53%,263082.61,12.43%
2020-05-14,股票,交通银行(601328.XSHG),多,8000股,8000股,5.12,40960,-4835.2,5.724,-,0,-80,0股,-10.56%,263082.61,15.57%
2020-05-14,股票,中信银行(601998.XSHG),多,7500股,7500股,5.07,38025,-6067.5,5.879,-,0,-375,0股,-13.76%,263082.61,14.45%
2020-05-14,股票,中兴通讯(000063.XSHE),多,100股,100股,40.68,4068,2853,12.15,-,0,-108,0股,234.81%,263082.61,1.55%
2020-05-14,,Cash,,,,,11366.61,,,,,,,,0
2020-05-15,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.58,35834,-13827.6,21.592,-,0,-92,0股,-27.84%,262224.61,13.67%
2020-05-15,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.6,29760,-16128,28.68,-,0,-544,0股,-35.15%,262224.61,11.35%
2020-05-15,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.14,69382,19808.9,4.387,-,0,-339,0股,39.96%,262224.61,26.46%
2020-05-15,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.75,32625,-16590.9,5.657,-,0,-87,0股,-33.71%,262224.61,12.44%
2020-05-15,股票,交通银行(601328.XSHG),多,8000股,8000股,5.13,41040,-4755.2,5.724,-,0,80,0股,-10.38%,262224.61,15.65%
2020-05-15,股票,中信银行(601998.XSHG),多,7500股,7500股,5.08,38100,-5992.5,5.879,-,0,75,0股,-13.59%,262224.61,14.53%
2020-05-15,股票,中兴通讯(000063.XSHE),多,100股,100股,41.17,4117,2902,12.15,-,0,49,0股,238.85%,262224.61,1.57%
2020-05-15,,Cash,,,,,11366.61,,,,,,,,0
2020-05-18,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.7,36110,-13551.6,21.592,-,0,276,0股,-27.29%,262014.61,13.78%
2020-05-18,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.48,29568,-16320,28.68,-,0,-192,0股,-35.56%,262014.61,11.28%
2020-05-18,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.1,68930,19356.9,4.387,-,0,-452,0股,39.05%,262014.61,26.31%
2020-05-18,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.77,32799,-16416.9,5.657,-,0,174,0股,-33.36%,262014.61,12.52%
2020-05-18,股票,交通银行(601328.XSHG),多,8000股,8000股,5.14,41120,-4675.2,5.724,-,0,80,0股,-10.21%,262014.61,15.69%
2020-05-18,股票,中信银行(601998.XSHG),多,7500股,7500股,5.08,38100,-5992.5,5.879,-,0,0,0股,-13.59%,262014.61,14.54%
2020-05-18,股票,中兴通讯(000063.XSHE),多,100股,100股,40.21,4021,2806,12.15,-,0,-96,0股,230.95%,262014.61,1.53%
2020-05-18,,Cash,,,,,11366.61,,,,,,,,0
2020-05-19,股票,普丽盛(300442.XSHE),多,2300股,2300股,16.1,37030,-12631.6,21.592,-,0,920,0股,-25.44%,263747.61,14.04%
2020-05-19,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.71,29936,-15952,28.68,-,0,368,0股,-34.76%,263747.61,11.35%
2020-05-19,股票,招商轮船(601872.XSHG),多,11300股,11300股,6.1,68930,19356.9,4.387,-,0,0,0股,39.05%,263747.61,26.13%
2020-05-19,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.81,33147,-16068.9,5.657,-,0,348,0股,-32.65%,263747.61,12.57%
2020-05-19,股票,交通银行(601328.XSHG),多,8000股,8000股,5.14,41120,-4675.2,5.724,-,0,0,0股,-10.21%,263747.61,15.59%
2020-05-19,股票,中信银行(601998.XSHG),多,7500股,7500股,5.09,38175,-5917.5,5.879,-,0,75,0股,-13.42%,263747.61,14.47%
2020-05-19,股票,中兴通讯(000063.XSHE),多,100股,100股,40.43,4043,2828,12.15,-,0,22,0股,232.76%,263747.61,1.53%
2020-05-19,,Cash,,,,,11366.61,,,,,,,,0
2020-05-20,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.93,36639,-13022.6,21.592,-,0,-391,0股,-26.22%,261910.61,13.99%
2020-05-20,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.61,29776,-16112,28.68,-,0,-160,0股,-35.11%,261910.61,11.37%
2020-05-20,股票,招商轮船(601872.XSHG),多,11300股,11300股,5.98,67574,18000.9,4.387,-,0,-1356,0股,36.31%,261910.61,25.8%
2020-05-20,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.8,33060,-16155.9,5.657,-,0,-87,0股,-32.83%,261910.61,12.62%
2020-05-20,股票,交通银行(601328.XSHG),多,8000股,8000股,5.15,41200,-4595.2,5.724,-,0,80,0股,-10.03%,261910.61,15.73%
2020-05-20,股票,中信银行(601998.XSHG),多,7500股,7500股,5.1,38250,-5842.5,5.879,-,0,75,0股,-13.25%,261910.61,14.6%
2020-05-20,股票,中兴通讯(000063.XSHE),多,100股,100股,40.45,4045,2830,12.15,-,0,2,0股,232.92%,261910.61,1.54%
2020-05-20,,Cash,,,,,11366.61,,,,,,,,0
2020-05-21,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.54,35742,-13919.6,21.592,-,0,-897,0股,-28.03%,258863.61,13.81%
2020-05-21,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.51,29616,-16272,28.68,-,0,-160,0股,-35.46%,258863.61,11.44%
2020-05-21,股票,招商轮船(601872.XSHG),多,11300股,11300股,5.88,66444,16870.9,4.387,-,0,-1130,0股,34.03%,258863.61,25.67%
2020-05-21,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.75,32625,-16590.9,5.657,-,0,-435,0股,-33.71%,258863.61,12.6%
2020-05-21,股票,交通银行(601328.XSHG),多,8000股,8000股,5.13,41040,-4755.2,5.724,-,0,-160,0股,-10.38%,258863.61,15.85%
2020-05-21,股票,中信银行(601998.XSHG),多,7500股,7500股,5.08,38100,-5992.5,5.879,-,0,-150,0股,-13.59%,258863.61,14.72%
2020-05-21,股票,中兴通讯(000063.XSHE),多,100股,100股,39.3,3930,2715,12.15,-,0,-115,0股,223.46%,258863.61,1.52%
2020-05-21,,Cash,,,,,11366.61,,,,,,,,0
2020-05-22,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.67,36041,-13620.6,21.592,-,0,299,0股,-27.43%,258019.61,13.97%
2020-05-22,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.36,29376,-16512,28.68,-,0,-240,0股,-35.98%,258019.61,11.39%
2020-05-22,股票,招商轮船(601872.XSHG),多,11300股,11300股,5.95,67235,17661.9,4.387,-,0,791,0股,35.63%,258019.61,26.06%
2020-05-22,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.69,32103,-17112.9,5.657,-,0,-522,0股,-34.77%,258019.61,12.44%
2020-05-22,股票,交通银行(601328.XSHG),多,8000股,8000股,5.07,40560,-5235.2,5.724,-,0,-480,0股,-11.43%,258019.61,15.72%
2020-05-22,股票,中信银行(601998.XSHG),多,7500股,7500股,5,37500,-6592.5,5.879,-,0,-600,0股,-14.95%,258019.61,14.53%
2020-05-22,股票,中兴通讯(000063.XSHE),多,100股,100股,38.38,3838,2623,12.15,-,0,-92,0股,215.88%,258019.61,1.49%
2020-05-22,,Cash,,,,,11366.61,,,,,,,,0
2020-05-25,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.63,35949,-13712.6,21.592,-,0,-92,0股,-27.61%,255956.61,14.04%
2020-05-25,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.75,30000,-15888,28.68,-,0,624,0股,-34.62%,255956.61,11.72%
2020-05-25,股票,招商轮船(601872.XSHG),多,11300股,11300股,5.71,64523,14949.9,4.387,-,0,-2712,0股,30.16%,255956.61,25.21%
2020-05-25,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.7,32190,-17025.9,5.657,-,0,87,0股,-34.59%,255956.61,12.58%
2020-05-25,股票,交通银行(601328.XSHG),多,8000股,8000股,5.09,40720,-5075.2,5.724,-,0,160,0股,-11.08%,255956.61,15.91%
2020-05-25,股票,中信银行(601998.XSHG),多,7500股,7500股,5,37500,-6592.5,5.879,-,0,0,0股,-14.95%,255956.61,14.65%
2020-05-25,股票,中兴通讯(000063.XSHE),多,100股,100股,37.08,3708,2493,12.15,-,0,-130,0股,205.19%,255956.61,1.45%
2020-05-25,,Cash,,,,,11366.61,,,,,,,,0
2020-05-26,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.86,36478,-13183.6,21.592,-,0,529,0股,-26.55%,258093.61,14.13%
2020-05-26,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.79,30064,-15824,28.68,-,0,64,0股,-34.48%,258093.61,11.65%
2020-05-26,股票,招商轮船(601872.XSHG),多,11300股,11300股,5.82,65766,16192.9,4.387,-,0,1243,0股,32.66%,258093.61,25.48%
2020-05-26,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.73,32451,-16764.9,5.657,-,0,261,0股,-34.06%,258093.61,12.57%
2020-05-26,股票,交通银行(601328.XSHG),多,8000股,8000股,5.08,40640,-5155.2,5.724,-,0,-80,0股,-11.26%,258093.61,15.75%
2020-05-26,股票,中信银行(601998.XSHG),多,7500股,7500股,5.01,37575,-6517.5,5.879,-,0,75,0股,-14.78%,258093.61,14.56%
2020-05-26,股票,中兴通讯(000063.XSHE),多,100股,100股,37.53,3753,2538,12.15,-,0,45,0股,208.89%,258093.61,1.45%
2020-05-26,,Cash,,,,,11366.61,,,,,,,,0
2020-05-27,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.68,36064,-13597.6,21.592,-,0,-414,0股,-27.38%,256784.61,14.04%
2020-05-27,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.23,29168,-16720,28.68,-,0,-896,0股,-36.44%,256784.61,11.36%
2020-05-27,股票,招商轮船(601872.XSHG),多,11300股,11300股,5.7,64410,14836.9,4.387,-,0,-1356,0股,29.93%,256784.61,25.08%
2020-05-27,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.83,33321,-15894.9,5.657,-,0,870,0股,-32.3%,256784.61,12.98%
2020-05-27,股票,交通银行(601328.XSHG),多,8000股,8000股,5.11,40880,-4915.2,5.724,-,0,240,0股,-10.73%,256784.61,15.92%
2020-05-27,股票,中信银行(601998.XSHG),多,7500股,7500股,5.05,37875,-6217.5,5.879,-,0,300,0股,-14.1%,256784.61,14.75%
2020-05-27,股票,中兴通讯(000063.XSHE),多,100股,100股,37,3700,2485,12.15,-,0,-53,0股,204.53%,256784.61,1.44%
2020-05-27,,Cash,,,,,11366.61,,,,,,,,0
2020-05-28,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.67,36041,-13620.6,21.592,-,0,-23,0股,-27.43%,259282.61,13.9%
2020-05-28,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.18,29088,-16800,28.68,-,0,-80,0股,-36.61%,259282.61,11.22%
2020-05-28,股票,招商轮船(601872.XSHG),多,11300股,11300股,5.88,66444,16870.9,4.387,-,0,2034,0股,34.03%,259282.61,25.63%
2020-05-28,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.84,33408,-15807.9,5.657,-,0,87,0股,-32.12%,259282.61,12.88%
2020-05-28,股票,交通银行(601328.XSHG),多,8000股,8000股,5.16,41280,-4515.2,5.724,-,0,400,0股,-9.86%,259282.61,15.92%
2020-05-28,股票,中信银行(601998.XSHG),多,7500股,7500股,5.07,38025,-6067.5,5.879,-,0,150,0股,-13.76%,259282.61,14.67%
2020-05-28,股票,中兴通讯(000063.XSHE),多,100股,100股,36.3,3630,2415,12.15,-,0,-70,0股,198.77%,259282.61,1.4%
2020-05-28,,Cash,,,,,11366.61,,,,,,,,0
2020-05-29,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.95,36685,-12976.6,21.592,-,0,644,0股,-26.13%,258727.61,14.18%
2020-05-29,股票,上汽集团(600104.XSHG),多,1600股,1600股,17.92,28672,-17216,28.68,-,0,-416,0股,-37.52%,258727.61,11.08%
2020-05-29,股票,招商轮船(601872.XSHG),多,11300股,11300股,5.92,66896,17322.9,4.387,-,0,452,0股,34.94%,258727.61,25.86%
2020-05-29,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.79,32973,-16242.9,5.657,-,0,-435,0股,-33%,258727.61,12.74%
2020-05-29,股票,交通银行(601328.XSHG),多,8000股,8000股,5.11,40880,-4915.2,5.724,-,0,-400,0股,-10.73%,258727.61,15.8%
2020-05-29,股票,中信银行(601998.XSHG),多,7500股,7500股,5.02,37650,-6442.5,5.879,-,0,-375,0股,-14.61%,258727.61,14.55%
2020-05-29,股票,中兴通讯(000063.XSHE),多,100股,100股,36.05,3605,2390,12.15,-,0,-25,0股,196.71%,258727.61,1.39%
2020-05-29,,Cash,,,,,11366.61,,,,,,,,0
2020-06-01,股票,普丽盛(300442.XSHE),多,2300股,2300股,16.71,38433,-11228.6,21.592,-,0,1748,0股,-22.61%,263280.61,14.6%
2020-06-01,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.3,29280,-16608,28.68,-,0,608,0股,-36.19%,263280.61,11.12%
2020-06-01,股票,招商轮船(601872.XSHG),多,11300股,11300股,6,67800,18226.9,4.387,-,0,904,0股,36.77%,263280.61,25.75%
2020-06-01,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.83,33321,-15894.9,5.657,-,0,348,0股,-32.3%,263280.61,12.66%
2020-06-01,股票,交通银行(601328.XSHG),多,8000股,8000股,5.15,41200,-4595.2,5.724,-,0,320,0股,-10.03%,263280.61,15.65%
2020-06-01,股票,中信银行(601998.XSHG),多,7500股,7500股,5.07,38025,-6067.5,5.879,-,0,375,0股,-13.76%,263280.61,14.44%
2020-06-01,股票,中兴通讯(000063.XSHE),多,100股,100股,38.55,3855,2640,12.15,-,0,250,0股,217.28%,263280.61,1.46%
2020-06-01,,Cash,,,,,11366.61,,,,,,,,0
2020-06-02,股票,普丽盛(300442.XSHE),多,2300股,2300股,16.79,38617,-11044.6,21.592,-,0,184,0股,-22.24%,264049.61,14.62%
2020-06-02,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.23,29168,-16720,28.68,-,0,-112,0股,-36.44%,264049.61,11.05%
2020-06-02,股票,招商轮船(601872.XSHG),多,11300股,11300股,5.99,67687,18113.9,4.387,-,0,-113,0股,36.54%,264049.61,25.63%
2020-06-02,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.86,33582,-15633.9,5.657,-,0,261,0股,-31.77%,264049.61,12.72%
2020-06-02,股票,交通银行(601328.XSHG),多,8000股,8000股,5.18,41440,-4355.2,5.724,-,0,240,0股,-9.51%,264049.61,15.69%
2020-06-02,股票,中信银行(601998.XSHG),多,7500股,7500股,5.11,38325,-5767.5,5.879,-,0,300,0股,-13.08%,264049.61,14.51%
2020-06-02,股票,中兴通讯(000063.XSHE),多,100股,100股,38.64,3864,2649,12.15,-,0,9,0股,218.02%,264049.61,1.46%
2020-06-02,,Cash,,,,,11366.61,,,,,,,,0
2020-06-03,股票,普丽盛(300442.XSHE),多,2300股,2300股,16.85,38755,-10906.6,21.592,-,0,138,0股,-21.96%,264404.61,14.66%
2020-06-03,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.94,30304,-15584,28.68,-,0,1136,0股,-33.96%,264404.61,11.46%
2020-06-03,股票,招商轮船(601872.XSHG),多,11300股,11300股,5.9,66670,17096.9,4.387,-,0,-1017,0股,34.49%,264404.61,25.22%
2020-06-03,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.87,33669,-15546.9,5.657,-,0,87,0股,-31.59%,264404.61,12.73%
2020-06-03,股票,交通银行(601328.XSHG),多,8000股,8000股,5.19,41520,-4275.2,5.724,-,0,80,0股,-9.34%,264404.61,15.7%
2020-06-03,股票,中信银行(601998.XSHG),多,7500股,7500股,5.1,38250,-5842.5,5.879,-,0,-75,0股,-13.25%,264404.61,14.47%
2020-06-03,股票,中兴通讯(000063.XSHE),多,100股,100股,38.7,3870,2655,12.15,-,0,6,0股,218.52%,264404.61,1.46%
2020-06-03,,Cash,,,,,11366.61,,,,,,,,0
2020-06-04,股票,普丽盛(300442.XSHE),多,2300股,2300股,17.43,40089,-9572.6,21.592,-,0,1334,0股,-19.28%,262787.61,15.26%
2020-06-04,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.23,29168,-16720,28.68,-,0,-1136,0股,-36.44%,262787.61,11.1%
2020-06-04,股票,招商轮船(601872.XSHG),多,11300股,11300股,5.8,65540,15966.9,4.387,-,0,-1130,0股,32.21%,262787.61,24.94%
2020-06-04,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.85,33495,-15720.9,5.657,-,0,-174,0股,-31.94%,262787.61,12.75%
2020-06-04,股票,交通银行(601328.XSHG),多,8000股,8000股,5.16,41280,-4515.2,5.724,-,0,-240,0股,-9.86%,262787.61,15.71%
2020-06-04,股票,中信银行(601998.XSHG),多,7500股,7500股,5.07,38025,-6067.5,5.879,-,0,-225,0股,-13.76%,262787.61,14.47%
2020-06-04,股票,中兴通讯(000063.XSHE),多,100股,100股,38.24,3824,2609,12.15,-,0,-46,0股,214.73%,262787.61,1.46%
2020-06-04,,Cash,,,,,11366.61,,,,,,,,0
2020-06-05,股票,普丽盛(300442.XSHE),多,2300股,2300股,17.38,39974,-9687.6,21.592,-,0,-115,0股,-19.51%,263356.61,15.18%
2020-06-05,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.23,29168,-16720,28.68,-,0,0,0股,-36.44%,263356.61,11.08%
2020-06-05,股票,招商轮船(601872.XSHG),多,11300股,11300股,5.85,66105,16531.9,4.387,-,0,565,0股,33.35%,263356.61,25.1%
2020-06-05,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.83,33321,-15894.9,5.657,-,0,-174,0股,-32.3%,263356.61,12.65%
2020-06-05,股票,交通银行(601328.XSHG),多,8000股,8000股,5.16,41280,-4515.2,5.724,-,0,0,0股,-9.86%,263356.61,15.67%
2020-06-05,股票,中信银行(601998.XSHG),多,7500股,7500股,5.11,38325,-5767.5,5.879,-,0,300,0股,-13.08%,263356.61,14.55%
2020-06-05,股票,中兴通讯(000063.XSHE),多,100股,100股,38.17,3817,2602,12.15,-,0,-7,0股,214.16%,263356.61,1.45%
2020-06-05,,Cash,,,,,11366.61,,,,,,,,0
2020-06-08,股票,普丽盛(300442.XSHE),多,2300股,2300股,17.09,39307,-10354.6,21.592,-,0,-667,0股,-20.85%,262691.61,14.96%
2020-06-08,股票,上汽集团(600104.XSHG),多,1600股,1600股,18.3,29280,-16608,28.68,-,0,112,0股,-36.19%,262691.61,11.15%
2020-06-08,股票,招商轮船(601872.XSHG),多,11300股,11300股,5.86,66218,16644.9,4.387,-,0,113,0股,33.58%,262691.61,25.21%
2020-06-08,股票,中煤能源(601898.XSHG),多,8700股,8700股,3.84,33408,-15807.9,5.657,-,0,87,0股,-32.12%,262691.61,12.72%
2020-06-08,股票,交通银行(601328.XSHG),多,8000股,8000股,5.14,41120,-4675.2,5.724,-,0,-160,0股,-10.21%,262691.61,15.65%
2020-06-08,股票,中信银行(601998.XSHG),多,7500股,7500股,5.08,38100,-5992.5,5.879,-,0,-225,0股,-13.59%,262691.61,14.5%
2020-06-08,股票,中兴通讯(000063.XSHE),多,100股,100股,38.92,3892,2677,12.15,-,0,75,0股,220.33%,262691.61,1.48%
2020-06-08,,Cash,,,,,11366.61,,,,,,,,0
2020-06-09,股票,普丽盛(300442.XSHE),多,2300股,2300股,17.24,39652,-10009.6,21.592,-,0,345,0股,-20.16%,266549.61,14.88%
